station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"Michigan Ave & Lake St",41.886024,-87.624117,1443,1180,263,3694
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1442,1207,235,3695
"Clark St & Randolph St",41.884576228,-87.63188991,1442,1207,235,3695
"Clark St & North Ave",41.911974,-87.631942,1442,1000,442,3696
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,1442,1000,442,3696
"Sheffield Ave & Webster Ave",41.92154,-87.653818,1441,1114,327,3697
"Wilton Ave & Belmont Ave",41.94018,-87.65304,1441,1114,327,3697
"Clinton St & Washington Blvd",41.88338,-87.64117,1441,1421,20,3698
"Ogden Ave & Congress Pkwy",41.87501,-87.67328,1441,1421,20,3698
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1441,1043,398,3699
"State St & Kinzie St",41.8893754666,-87.6270765066,1441,1043,398,3699
"Halsted St & Fulton St",41.886871,-87.648089,1441,867,574,3700
"Clinton St & Washington Blvd",41.88338,-87.64117,1441,867,574,3700
"Clark St & Armitage Ave",41.918306,-87.636282,1441,1024,417,3701
"McClurg Ct & Erie St",41.894503,-87.617854,1441,1024,417,3701
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,1441,1259,182,3702
"Halsted St & Roscoe St",41.94367,-87.64895,1441,1259,182,3702
"Clinton St & Tilden St",41.875885,-87.640795,1440,1355,85,3703
"Dearborn St & Monroe St",41.881319815,-87.6295209193,1440,1355,85,3703
"Larrabee St & Kingsbury St",41.897764,-87.642884,1440,1349,91,3704
"LaSalle St & Jackson Blvd",41.878166,-87.631929,1440,1349,91,3704
"Wells St & Polk St",41.872373,-87.633523,1440,1387,53,3705
"Canal St & Madison St",41.882091,-87.639833,1440,1387,53,3705
"Sangamon St & Washington Blvd",41.883165,-87.6511,1439,1101,338,3706
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1439,1101,338,3706
"Fort Dearborn Dr & 31st St",41.838556,-87.608218,1439,784,655,3707
"Calumet Ave & 18th St",41.857611,-87.619407,1439,784,655,3707
"Clark St & Wrightwood Ave",41.929546,-87.643118,1439,893,546,3708
"Clark St & Grace St",41.95078,-87.659172,1439,893,546,3708
"Southport Ave & Roscoe St",41.943739,-87.66402,1439,1109,330,3709
"Broadway & Waveland Ave",41.949074,-87.648636,1439,1109,330,3709
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1439,1330,109,3710
"Michigan Ave & Oak St",41.90096039,-87.62377664,1439,1330,109,3710
"Broadway & Cornelia Ave",41.945529,-87.646439,1439,980,459,3711
"Pine Grove Ave & Waveland Ave",41.9494727409,-87.6464527845,1439,980,459,3711
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,1438,975,463,3712
"Spaulding Ave & Armitage Ave",41.9171080348,-87.7102209628,1438,975,463,3712
"Clark St & Wrightwood Ave",41.929546,-87.643118,1438,1151,287,3713
"Clark St & Drummond Pl",41.931248,-87.644336,1438,1151,287,3713
"Clark St & Elm St",41.903233,-87.631253,1438,1016,422,3714
"Clark St & Drummond Pl",41.931248,-87.644336,1438,1016,422,3714
"Michigan Ave & Lake St",41.886024,-87.624117,1438,1321,117,3715
"Clinton St & Lake St",41.885637,-87.641823,1438,1321,117,3715
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,1438,157,1281,3716
"Shedd Aquarium",41.8672259568,-87.6153553902,1438,157,1281,3716
"Broadway & Wilson Ave",41.965485,-87.657238,1438,942,496,3717
"Montrose Harbor",41.963982,-87.638181,1438,942,496,3717
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,1438,1195,243,3718
"Damen Ave & Division St",41.90331,-87.67695,1438,1195,243,3718
"Broadway & Argyle St",41.97423,-87.6597735,1437,1194,243,3719
"Broadway & Thorndale Ave",41.9897425114,-87.6601406209,1437,1194,243,3719
"State St & Randolph St",41.8847302006,-87.6277335692,1437,1323,114,3720
"Clark St & Schiller St",41.907993,-87.631501,1437,1323,114,3720
"Canal St & Madison St",41.882091,-87.639833,1437,1249,188,3721
"Rush St & Superior St",41.8957647456,-87.6259080327,1437,1249,188,3721
"Clark St & Randolph St",41.884576228,-87.63188991,1437,1277,160,3722
"Green St & Madison St",41.881859328,-87.6492637396,1437,1277,160,3722
"Larrabee St & Kingsbury St",41.897764,-87.642884,1437,1305,132,3723
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1437,1305,132,3723
"Clark St & Leland Ave",41.967096,-87.667429,1437,1373,64,3724
"Broadway & Wilson Ave",41.965485,-87.657238,1437,1373,64,3724
"Wells St & Elm St",41.903222,-87.634324,1436,1256,180,3725
"McClurg Ct & Erie St",41.894503,-87.617854,1436,1256,180,3725
"Clinton St & Washington Blvd",41.88338,-87.64117,1436,1180,256,3726
"Franklin St & Illinois St",41.8910233103,-87.6354798675,1436,1180,256,3726
"Franklin St & Monroe St",41.880317,-87.635185,1436,1376,60,3727
"LaSalle St & Jackson Blvd",41.87817,-87.631985,1436,1376,60,3727
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,1435,1246,189,3728
"Burling St & Diversey Pkwy",41.93314,-87.64776,1435,1246,189,3728
"Streeter Dr & Grand Ave",41.892278,-87.612043,1435,525,910,3729
"Calumet Ave & 18th St",41.857611,-87.619407,1435,525,910,3729
"California Ave & Cortez St",41.900363,-87.696704,1434,836,598,3730
"California Ave & Milwaukee Ave",41.922695,-87.697153,1434,836,598,3730
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1434,1059,375,3731
"Broadway & Belmont Ave",41.940106,-87.645451,1434,1059,375,3731
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1433,1272,161,3732
"Wilton Ave & Belmont Ave",41.94018,-87.65304,1433,1272,161,3732
"Ritchie Ct & Banks St",41.906866,-87.626217,1433,1147,286,3733
"Wells St & Concord Ln",41.912133,-87.634656,1433,1147,286,3733
"New St & Illinois St",41.8908470406,-87.6186168194,1433,683,750,3734
"LaSalle St & Illinois St",41.890762,-87.631697,1433,683,750,3734
"Clark St & Elm St",41.903233,-87.631253,1433,1233,200,3735
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1433,1233,200,3735
"Canal St & Monroe St",41.8807,-87.63947,1433,1330,103,3736
"Clark St & Elm St",41.903233,-87.631253,1433,1330,103,3736
"Carpenter St & Huron St",41.894556,-87.653449,1432,1205,227,3737
"Canal St & Adams St",41.879255,-87.639904,1432,1205,227,3737
"Larrabee St & Menomonee St",41.91468,-87.64332,1432,1242,190,3738
"Larrabee St & Kingsbury St",41.897764,-87.642884,1432,1242,190,3738
"Eckhart Park",41.89637337,-87.66098386,1431,1384,47,3739
"McClurg Ct & Erie St",41.894503,-87.617854,1431,1384,47,3739
"Kimbark Ave & 53rd St",41.7994549,-87.5947779,1431,1125,306,3740
"Woodlawn Ave & 55th St",41.795264,-87.596471,1431,1125,306,3740
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,1431,1216,215,3741
"Sheridan Rd & Buena Ave",41.958494,-87.654966,1431,1216,215,3741
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1431,1360,71,3742
"Clinton St & Tilden St",41.875885,-87.640795,1431,1360,71,3742
"LaSalle St & Adams St",41.8793443735,-87.6319852213,1431,280,1151,3743
"Millennium Park",41.8810317,-87.62408432,1431,280,1151,3743
"Michigan Ave & 8th St",41.872773,-87.623981,1431,772,659,3744
"Wabash Ave & 9th St",41.870769,-87.625734,1431,772,659,3744
"Broadway & Cornelia Ave",41.945529,-87.646439,1431,995,436,3745
"Clark St & Grace St",41.95078,-87.659172,1431,995,436,3745
"Dearborn St & Erie St",41.893992,-87.629318,1431,1094,337,3746
"Green St & Randolph St*",41.8836016573,-87.6486267149,1431,1094,337,3746
"Jefferson St & Monroe St",41.880422,-87.642746,1430,1376,54,3747
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,1430,1376,54,3747
"Broadway & Sheridan Rd",41.952833,-87.649993,1430,1262,168,3748
"Clarendon Ave & Gordon Ter",41.9578665242,-87.6495051384,1430,1262,168,3748
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1430,1295,135,3749
"Stetson Ave & South Water St",41.886835,-87.62232,1430,1295,135,3749
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,1430,941,489,3750
"Clark St & North Ave",41.911974,-87.631942,1430,941,489,3750
"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1430,808,622,3751
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,1430,808,622,3751
"Wabash Ave & Grand Ave",41.891466,-87.626761,1430,1203,227,3752
"Kingsbury St & Erie St",41.8939139,-87.6417358,1430,1203,227,3752
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,1430,657,773,3753
"Millennium Park",41.8810317,-87.62408432,1430,657,773,3753
"Woodlawn Ave & 55th St",41.795264,-87.596471,1429,1063,366,3754
"Prairie Ave & Garfield Blvd",41.794853,-87.618691,1429,1063,366,3754
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1429,1136,293,3755
"Wells St & Concord Ln",41.912133,-87.634656,1429,1136,293,3755
"Dearborn Pkwy & Delaware Pl",41.899007,-87.629928,1429,1017,412,3756
"Wells St & Elm St",41.903222,-87.634324,1429,1017,412,3756
"Lake Shore Dr & North Blvd",41.911722,-87.626804,1429,1122,307,3757
"Larrabee St & Menomonee St",41.91468,-87.64332,1429,1122,307,3757
"Wood St & Hubbard St",41.889715,-87.671966,1429,1337,92,3758
"Damen Ave & Chicago Ave",41.895769,-87.67722,1429,1337,92,3758
"Michigan Ave & Lake St",41.886022,-87.624398,1429,322,1107,3759
"Millennium Park",41.8810317,-87.62408432,1429,322,1107,3759
"Clarendon Ave & Gordon Ter",41.957879,-87.649519,1428,1162,266,3760
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1428,1162,266,3760
"Streeter Dr & Illinois St",41.891071,-87.6122,1428,398,1030,3761
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1428,398,1030,3761
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1428,524,904,3762
"Millennium Park",41.8810317,-87.62408432,1428,524,904,3762
"Southport Ave & Wellington Ave",41.935733,-87.663576,1428,948,480,3763
"Clark St & Lincoln Ave",41.915689,-87.6346,1428,948,480,3763
"Sheridan Rd & Buena Ave",41.958494,-87.654966,1427,1106,321,3764
"Halsted St & Roscoe St",41.94367,-87.64895,1427,1106,321,3764
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,1427,1146,281,3765
"Wells St & Concord Ln",41.912133,-87.634656,1427,1146,281,3765
"Woodlawn Ave & 58th St",41.789381,-87.596479,1427,1069,358,3766
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,1427,1069,358,3766
"Clark St & Armitage Ave",41.918306,-87.636282,1427,983,444,3767
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1427,983,444,3767
"Sheffield Ave & Webster Ave",41.92154,-87.653818,1426,1102,324,3768
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1426,1102,324,3768
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,1426,1015,411,3769
"DuSable Lake Shore Dr & Diversey Pkwy",41.932588,-87.636427,1426,1015,411,3769
"Wells St & Polk St",41.8727315423,-87.6335164905,1426,1054,372,3770
"Millennium Park",41.8810317,-87.62408432,1426,1054,372,3770
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1425,761,664,3771
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1425,761,664,3771
"Broadway & Barry Ave",41.937582316,-87.644097805,1425,1064,361,3772
"Halsted St & Wrightwood Ave",41.929143,-87.649077,1425,1064,361,3772
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,1425,855,570,3773
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1425,855,570,3773
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1424,1216,208,3774
"Ada St & Washington Blvd",41.88283,-87.661206,1424,1216,208,3774
"Kingsbury St & Erie St",41.8939139,-87.6417358,1424,1107,317,3775
"Wells St & Concord Ln",41.912133,-87.634656,1424,1107,317,3775
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1424,1266,158,3776
"Sedgwick St & North Ave",41.910983,-87.638525,1424,1266,158,3776
"Broadway & Cornelia Ave",41.945512,-87.64598,1424,757,667,3777
"Michigan Ave & Oak St",41.90096039,-87.62377664,1424,757,667,3777
"Clark St & Armitage Ave",41.918306,-87.636282,1424,930,494,3778
"Wells St & Walton St",41.89993001,-87.63443007,1424,930,494,3778
"Wabash Ave & Wacker Pl",41.886875,-87.62603,1424,253,1171,3779
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1424,253,1171,3779
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1424,1332,92,3780
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1424,1332,92,3780
"Ashland Ave & Division St",41.90345,-87.667747,1424,822,602,3781
"Lake Shore Dr & North Blvd",41.911722,-87.626804,1424,822,602,3781
"Wood St & Taylor St (Temp)",41.8692652184,-87.6737308502,1423,1246,177,3782
"Morgan St & Polk St",41.871737,-87.65103,1423,1246,177,3782
"Clinton St & Madison St",41.8827519657,-87.6411902905,1422,1349,73,3783
"Wabash Ave & 8th St",41.871962,-87.626106,1422,1349,73,3783
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1421,1073,348,3784
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1421,1073,348,3784
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,1420,1256,164,3785
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,1420,1256,164,3785
"Broadway & Belmont Ave",41.940106,-87.645451,1420,1199,221,3786
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1420,1199,221,3786
"Columbus Dr & Randolph St",41.884728,-87.619521,1420,1111,309,3787
"LaSalle St & Illinois St",41.890762,-87.631697,1420,1111,309,3787
"McClurg Ct & Erie St",41.894503,-87.617854,1420,1335,85,3788
"Larrabee St & Kingsbury St",41.897764,-87.642884,1420,1335,85,3788
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1419,745,674,3789
"Michigan Ave & Oak St",41.90096039,-87.62377664,1419,745,674,3789
"Damen Ave & Division St",41.903266,-87.678435,1419,1196,223,3790
"Damen Ave & Chicago Ave",41.895769,-87.67722,1419,1196,223,3790
"Loomis St & Lexington St",41.8722287322,-87.661363855,1419,1299,120,3791
"Racine Ave & Congress Pkwy",41.87464,-87.65703,1419,1299,120,3791
"Adler Planetarium",41.866095,-87.607267,1419,456,963,3792
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1419,456,963,3792
"Wacker Dr & Washington St Corral",41.88316,-87.63736,1419,1385,34,3793
"Field Blvd & South Water St",41.8863490627,-87.6175165471,1419,1385,34,3793
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,1419,1229,190,3794
"Canal St & Monroe St",41.8807,-87.63947,1419,1229,190,3794
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1418,1213,205,3795
"LaSalle Dr & Huron St",41.894877,-87.632326,1418,1213,205,3795
"Ellis Ave & 58th St",41.788746,-87.601334,1418,1287,131,3796
"Greenwood Ave & 47th St",41.809835,-87.599383,1418,1287,131,3796
"Michigan Ave & Oak St",41.90096039,-87.62377664,1418,901,517,3797
"Clark St & Drummond Pl",41.931248,-87.644336,1418,901,517,3797
"California Ave & Francis Pl",41.91855,-87.69723,1418,1244,174,3798
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,1418,1244,174,3798
"Lake Shore Dr & Monroe St",41.880958,-87.616743,1418,465,953,3799
"McClurg Ct & Erie St",41.894503,-87.617854,1418,465,953,3799
"Wells St & Elm St",41.903222,-87.634324,1417,1061,356,3800
"Clark St & Chicago Ave",41.89675,-87.63089,1417,1061,356,3800
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1417,1168,249,3801
"State St & Pearson St",41.897448,-87.628722,1417,1168,249,3801
"Columbus Dr & Randolph St",41.884728,-87.619521,1417,1183,234,3802
"Wabash Ave & 8th St",41.871962,-87.626106,1417,1183,234,3802
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1416,1173,243,3803
"Halsted St & Roscoe St",41.94367,-87.64895,1416,1173,243,3803
"State St & Van Buren St",41.877181,-87.627844,1416,904,512,3804
"State St & Kinzie St",41.88918,-87.6277,1416,904,512,3804
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1415,1283,132,3805
"Ritchie Ct & Banks St",41.906866,-87.626217,1415,1283,132,3805
"Clark St & Schiller St",41.907993,-87.631501,1415,1257,158,3806
"Sedgwick St & Huron St",41.894666,-87.638437,1415,1257,158,3806
"Sheffield Ave & Willow St",41.913688,-87.652855,1415,1243,172,3807
"Larrabee St & Armitage Ave",41.918084,-87.643749,1415,1243,172,3807
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,1415,1325,90,3808
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,1415,1325,90,3808
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,1414,1366,48,3809
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1414,1366,48,3809
"Sheridan Rd & Buena Ave",41.958494,-87.654966,1414,1190,224,3810
"Southport Ave & Irving Park Rd",41.954177,-87.664358,1414,1190,224,3810
"Federal St & Polk St",41.8720776329,-87.6295437729,1414,1127,287,3811
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1414,1127,287,3811
"Spaulding Ave & Armitage Ave",41.9171080348,-87.7102209628,1414,932,482,3812
"Marshfield Ave & Cortland St",41.916017,-87.668879,1414,932,482,3812
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1414,1171,243,3813
"Halsted St & Polk St",41.87184,-87.64664,1414,1171,243,3813
"Canal St & Jackson Blvd",41.877988,-87.640769,1414,1254,160,3814
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1414,1254,160,3814
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1414,1307,107,3815
"LaSalle St & Jackson Blvd",41.878166,-87.631929,1414,1307,107,3815
"Clark St & North Ave",41.911974,-87.631942,1413,559,854,3816
"Michigan Ave & Pearson St",41.89766,-87.62351,1413,559,854,3816
"Morgan St & Polk St",41.871737,-87.65103,1413,1145,268,3817
"Peoria St & Jackson Blvd",41.8776415963,-87.6496177912,1413,1145,268,3817
"Morgan St & Lake St",41.8854833079,-87.6523048564,1413,1121,292,3818
"State St & Kinzie St",41.88918,-87.6277,1413,1121,292,3818
"Clinton St & Lake St",41.88583274,-87.64138231,1413,1278,135,3819
"LaSalle St & Illinois St",41.890749,-87.63206,1413,1278,135,3819
"Canal St & Monroe St",41.8807,-87.63947,1412,1347,65,3820
"Rush St & Hubbard St",41.890173,-87.626185,1412,1347,65,3820
"Dearborn St & Erie St",41.893992,-87.629318,1412,1044,368,3821
"Stetson Ave & South Water St",41.886835,-87.62232,1412,1044,368,3821
"Canal St & Madison St",41.882091,-87.639833,1412,1300,112,3822
"Wells St & Evergreen Ave",41.906724,-87.63483,1412,1300,112,3822
"Lake Shore Dr & North Blvd",41.911722,-87.626804,1411,957,454,3823
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1411,957,454,3823
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1411,985,426,3824
"Wabash Ave & 9th St",41.870769,-87.625734,1411,985,426,3824
"Larrabee St & Armitage Ave",41.918084,-87.643749,1411,1054,357,3825
"Wells St & Evergreen Ave",41.906724,-87.63483,1411,1054,357,3825
"Michigan Ave & Lake St",41.886022,-87.624398,1411,206,1205,3826
"Streeter Dr & Grand Ave",41.892278,-87.612043,1411,206,1205,3826
"Wabash Ave & 9th St",41.870769,-87.625734,1410,1195,215,3827
"Canal St & Adams St",41.879255,-87.639904,1410,1195,215,3827
"Marine Dr & Ainslie St",41.9716,-87.650154,1410,820,590,3828
"Michigan Ave & Oak St",41.90096039,-87.62377664,1410,820,590,3828
"Clinton St & 18th St",41.85795,-87.640826,1410,1271,139,3829
"Wentworth Ave & Archer Ave",41.854564,-87.631937,1410,1271,139,3829
"Lake Shore Dr & North Blvd",41.911722,-87.626804,1410,956,454,3830
"Larrabee St & North Ave",41.91021,-87.6435,1410,956,454,3830
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1410,887,523,3831
"Wabash Ave & 8th St",41.871962,-87.626106,1410,887,523,3831
"Clarendon Ave & Junior Ter",41.961004,-87.649603,1409,763,646,3832
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1409,763,646,3832
"Marine Dr & Ainslie St",41.9716,-87.650154,1409,1232,177,3833
"Broadway & Argyle St",41.97423,-87.6597735,1409,1232,177,3833
"Clark St & Elm St",41.903233,-87.631253,1409,1070,339,3834
"Wells St & Elm St",41.903222,-87.634324,1409,1070,339,3834
"Sedgwick St & North Ave",41.910983,-87.638525,1409,1157,252,3835
"Halsted St & Willow St",41.913865,-87.648755,1409,1157,252,3835
"Canal St & Jackson Blvd",41.877988,-87.640769,1408,1266,142,3836
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1408,1266,142,3836
"Ashland Ave & Grand Ave",41.891072,-87.666611,1408,1146,262,3837
"Damen Ave & Chicago Ave",41.895769,-87.67722,1408,1146,262,3837
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1408,1255,153,3838
"Ashland Ave & Wellington Ave",41.936083,-87.669807,1408,1255,153,3838
"Wabash Ave & Wacker Pl",41.886875,-87.62603,1408,840,568,3839
"Michigan Ave & Madison St",41.882134,-87.625125,1408,840,568,3839
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,1407,1125,282,3840
"Canal St & Adams St",41.879255,-87.639904,1407,1125,282,3840
"Canal St & Taylor St",41.870257,-87.639474,1407,1245,162,3841
