station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"Franklin St & Monroe St",41.880317,-87.635185,1295,740,555
"State St & Randolph St",41.8847302006,-87.6277335692,"Clinton St & Lake St",41.88583274,-87.64138231,1295,1133,162
"Rush St & Superior St",41.8957647456,-87.6259080327,"McClurg Ct & Illinois St",41.89102,-87.6173,1294,921,373
"LaSalle St & Jackson Blvd",41.878166,-87.631929,"Wells St & Hubbard St",41.889906,-87.634266,1294,1194,100
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,"Wabash Ave & Grand Ave",41.891738,-87.626937,1294,752,542
"Wabash Ave & 8th St",41.871962,-87.626106,"Loomis St & Jackson Blvd",41.877945,-87.662007,1293,1284,9
"Burnham Harbor",41.8574117871,-87.6137915254,"Dusable Harbor",41.886976,-87.612813,1293,630,663
"Woodlawn Ave & 58th St",41.789381,-87.596479,"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,1293,1056,237
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Desplaines St & Randolph St",41.883703,-87.644238,1292,1172,120
"Michigan Ave & Madison St",41.882134,-87.625125,"Rush St & Superior St",41.8957647456,-87.6259080327,1292,983,309
"Canal St & Monroe St",41.8807,-87.63947,"Clark St & Lake St",41.8860208277,-87.6308760584,1292,1152,140
"Clark St & Armitage Ave",41.918306,-87.636282,"McClurg Ct & Illinois St",41.89102,-87.6173,1292,565,727
"Burnham Harbor",41.8574117871,-87.6137915254,"Fort Dearborn Dr & 31st St*",41.838676329,-87.6088321209,1292,796,496
"Woodlawn Ave & 55th St",41.795264,-87.596471,"University Ave & 59th St",41.787878,-87.598906,1291,964,327
"Morgan St & Lake St",41.8854833079,-87.6523048564,"Carpenter St & Huron St",41.894556,-87.653449,1291,1165,126
"Sangamon St & Washington Blvd",41.883165,-87.6511,"Daley Center Plaza",41.884241,-87.629634,1291,1171,120
"Calumet Ave & 51st St",41.8022946509,-87.6180535802,"Cottage Grove Ave & 51st St",41.803038,-87.606615,1291,1023,268
"Calumet Ave & 21st St",41.8541842495,-87.6191537415,"Lake Shore Dr & Monroe St",41.880958,-87.616743,1291,459,832
"McClurg Ct & Erie St",41.894503,-87.617854,"Wabash Ave & Grand Ave",41.891738,-87.626937,1291,1114,177
"Canal St & Adams St",41.879255,-87.639904,"Southport Ave & Wellington Ave",41.935733,-87.663576,1290,1278,12
"Canal St & Madison St",41.882409,-87.639767,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1290,767,523
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,1290,606,684
"Green St & Madison St",41.881859328,-87.6492637396,"Elizabeth St & Randolph St",41.884336,-87.658902,1290,860,430
"Museum Campus",41.865212,-87.617759,"McCormick Place",41.8513751729,-87.6188346489,1290,65,1225
"Clark St & Chicago Ave",41.896544,-87.630931,"Clinton St & Madison St",41.8827519657,-87.6411902905,1290,1172,118
"Calumet Ave & 18th St",41.857611,-87.619407,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1290,1251,39
"Damen Ave & Cortland St",41.916027,-87.677411,"Damen Ave & Charleston St",41.920082,-87.677855,1289,1097,192
"Wood St & Milwaukee Ave",41.907655,-87.672552,"Eckhart Park",41.89637337,-87.66098386,1289,1021,268
"Ashland Ave & Wrightwood Ave",41.92883,-87.668507,"Halsted St & Wrightwood Ave",41.929143,-87.649077,1289,924,365
"Franklin St & Lake St",41.885837,-87.6355,"Clark St & Lake St",41.8860208277,-87.6308760584,1289,1114,175
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,"Broadway & Belmont Ave",41.940106,-87.645451,1289,1022,267
"Michigan Ave & Lake St",41.886024,-87.624117,"Daley Center Plaza",41.884451,-87.629892,1289,1091,198
"Clifton Ave & Armitage Ave",41.918216,-87.656936,"Sedgwick St & Webster Ave",41.922167,-87.638888,1288,963,325
"State St & Randolph St",41.8847302006,-87.6277335692,"Rush St & Superior St",41.8957647456,-87.6259080327,1288,956,332
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Rush St & Cedar St",41.9023087012,-87.627690528,1288,900,388
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"State St & Kinzie St",41.88918,-87.6277,1287,943,344
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,"McClurg Ct & Ohio St",41.8925921197,-87.6172891259,1287,355,932
"Winchester Ave & Elston Ave",41.9240908504,-87.6764600747,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1287,1094,193
"Michigan Ave & Pearson St",41.89766,-87.62351,"Clark St & Schiller St",41.907993,-87.631501,1286,826,460
"Orleans St & Hubbard St",41.890028,-87.636618,"Franklin St & Monroe St",41.880317,-87.635185,1286,1196,90
"Larrabee St & Webster Ave",41.921822,-87.64414,"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,1286,1067,219
"Broadway & Barry Ave",41.937725,-87.644095,"Clark St & North Ave",41.911974,-87.631942,1286,901,385
"State St & Randolph St",41.8847302006,-87.6277335692,"Canal St & Jackson Blvd",41.877988,-87.640769,1286,1137,149
"Clark St & Lake St",41.8860208277,-87.6308760584,"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1285,847,438
"Sedgwick St & Webster Ave",41.922167,-87.638888,"Sheffield Ave & Willow St",41.913688,-87.652855,1285,997,288
"Clark St & Berwyn Ave",41.9780306225,-87.6685649157,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,1285,959,326
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Clark St & North Ave",41.911974,-87.631942,1285,863,422
"Dearborn St & Erie St",41.893992,-87.629318,"Michigan Ave & Madison St",41.882134,-87.625125,1285,862,423
"Sheridan Rd & Columbia Ave",42.004583,-87.661406,"Broadway & Granville Ave",41.9947796884,-87.6602845349,1284,1009,275
"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,"Paulina St & Montrose Ave",41.961507,-87.671387,1284,1199,85
"Halsted St & Dickens Ave",41.919936,-87.64883,"Clark St & Drummond Pl",41.931248,-87.644336,1284,982,302
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1284,1117,167
"Clarendon Ave & Leland Ave",41.967968,-87.650001,"Broadway & Wilson Ave",41.965221,-87.658139,1283,1035,248
"Dusable Harbor",41.886976,-87.612813,"Columbus Dr & Randolph St",41.884728,-87.619521,1283,504,779
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Canal St & Jackson Blvd",41.877988,-87.640769,1282,1125,157
"Blue Island Ave & 18th St",41.857556,-87.661535,"May St & Taylor St",41.8694821,-87.6554864,1282,1087,195
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,"Racine Ave & Wrightwood Ave",41.928887,-87.658971,1282,1225,57
"Adler Planetarium",41.866095,-87.607267,"Lake Shore Dr & North Blvd",41.911722,-87.626804,1282,388,894
"Federal St & Polk St",41.8720776329,-87.6295437729,"Dearborn St & Erie St",41.893992,-87.629318,1281,1030,251
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,"Noble St & Milwaukee Ave",41.90068,-87.6626,1281,1108,173
"Broadway & Belmont Ave",41.940106,-87.645451,"Sheffield Ave & Addison St",41.94688,-87.65445,1281,899,382
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Broadway & Waveland Ave",41.949074,-87.648636,1281,452,829
"Michigan Ave & Lake St",41.886022,-87.624398,"Canal St & Adams St",41.879255,-87.639904,1280,1029,251
"Wallace St & 35th St",41.8307070514,-87.641255334,"Emerald Ave & 31st St",41.838198,-87.645143,1280,1157,123
"Ashland Ave & 13th St",41.865234,-87.666507,"Ogden Ave & Roosevelt Rd",41.8665014832,-87.68469707,1280,1231,49
"Clinton St & Washington Blvd",41.88338,-87.64117,"Field Blvd & South Water St",41.8863490627,-87.6175165471,1280,1087,193
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"Canal St & Monroe St",41.8807,-87.63947,1280,1203,77
"Wood St & Milwaukee Ave",41.907655,-87.672552,"Leavitt St & Armitage Ave",41.917805,-87.682437,1279,985,294
"LaSalle St & Adams St",41.8793443735,-87.6319852213,"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1279,1091,188
"Clinton St & Lake St",41.885637,-87.641823,"State St & Kinzie St",41.88918,-87.6277,1279,1154,125
"LaSalle St & Washington St",41.882664,-87.63253,"Sedgwick St & Huron St",41.894666,-87.638437,1279,1107,172
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Daley Center Plaza",41.884241,-87.629634,1279,1007,272
"Federal St & Polk St",41.8720776329,-87.6295437729,"Wabash Ave & 9th St",41.870769,-87.625734,1278,1024,254
"Halsted St & Polk St",41.87184,-87.64664,"Peoria St & Jackson Blvd",41.8776415963,-87.6496177912,1278,1147,131
"Michigan Ave & Pearson St",41.89766,-87.62351,"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,1278,711,567
"Clinton St & Lake St",41.885637,-87.641823,"LaSalle St & Jackson Blvd",41.878166,-87.631929,1278,1195,83
"Clark St & Schreiber Ave",41.999245,-87.671249,"Glenwood Ave & Morse Ave",42.0079719229,-87.6655023944,1277,1156,121
"Clark St & Randolph St",41.884576228,-87.63188991,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1277,1159,118
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Larrabee St & Oak St",41.9002194932,-87.6429854676,1277,1181,96
"Clark St & Grace St",41.95078,-87.659172,"Clark St & Leland Ave",41.967096,-87.667429,1277,945,332
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Ashland Ave & Division St",41.90345,-87.667747,1277,1081,196
"Wells St & Hubbard St",41.889933,-87.634262,"Clinton St & Madison St",41.8827519657,-87.6411902905,1277,1199,78
"State St & Van Buren St",41.877181,-87.627844,"McClurg Ct & Illinois St",41.89102,-87.6173,1277,851,426
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Sheffield Ave & Webster Ave",41.92154,-87.653818,1276,1066,210
"Wells St & Walton St",41.89993001,-87.63443007,"State St & Chicago Ave",41.8966172004,-87.6285785437,1276,1091,185
"Wolcott Ave & Polk St",41.871262,-87.673688,"Western Ave & Congress Pkwy",41.8747488508,-87.6864452757,1276,1193,83
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1276,472,804
"Michigan Ave & Lake St",41.886022,-87.624398,"Clinton St & Washington Blvd",41.88338,-87.64117,1276,1014,262
"900 W Harrison St",41.874754,-87.649807,"Green St & Madison St",41.881859328,-87.6492637396,1276,1108,168
"Millennium Park",41.8810317,-87.62408432,"LaSalle St & Illinois St",41.890762,-87.631697,1276,270,1006
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1275,893,382
"McClurg Ct & Erie St",41.894503,-87.617854,"Michigan Ave & 18th St",41.857926,-87.624336,1275,1239,36
"Halsted St & Wrightwood Ave",41.929143,-87.649077,"Wilton Ave & Belmont Ave",41.9402319181,-87.6529437304,1275,857,418
"Clinton St & Lake St",41.885637,-87.641823,"Wabash Ave & Wacker Pl",41.886875,-87.62603,1275,1037,238
"Sedgwick St & North Ave",41.910983,-87.638525,"Halsted St & Dickens Ave",41.919936,-87.64883,1275,994,281
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Wells St & Elm St",41.903222,-87.634324,1274,1110,164
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,1274,1150,124
"Larrabee St & Webster Ave",41.921822,-87.64414,"Racine Ave & Fullerton Ave",41.925566,-87.658416,1274,1008,266
"Shields Ave & 31st St",41.838464,-87.635406,"Shields Ave & 28th Pl",41.842733,-87.635491,1274,1172,102
"Sedgwick St & Huron St",41.894666,-87.638437,"State St & Chicago Ave",41.8966172004,-87.6285785437,1274,996,278
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Wabash Ave & Wacker Pl",41.886875,-87.62603,1273,561,712
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1273,411,862
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Sedgwick St & Webster Ave",41.922167,-87.638888,1272,973,299
"LaSalle St & Adams St",41.8793443735,-87.6319852213,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1272,1154,118
"Wells St & Hubbard St",41.889906,-87.634266,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1272,1029,243
"Clark St & Berwyn Ave",41.9780306225,-87.6685649157,"Winthrop Ave & Lawrence Ave",41.968812,-87.657659,1272,945,327
"Daley Center Plaza",41.884451,-87.629892,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1271,1100,171
"Clinton St & 18th St",41.85795,-87.640826,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1271,884,387
"Wells St & Concord Ln",41.912133,-87.634656,"Wabash Ave & Grand Ave",41.891466,-87.626761,1271,922,349
"California Ave & 23rd Pl",41.8491096918,-87.6951398068,"California Ave & 21st St",41.854016,-87.695445,1271,1251,20
"Greenview Ave & Fullerton Ave",41.92533,-87.6658,"Greenview Ave & Diversey Pkwy",41.9325896343,-87.6659363508,1270,1135,135
"LaSalle St & Adams St",41.8793443735,-87.6319852213,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1270,1128,142
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1270,1046,224
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Wabash Ave & Grand Ave",41.891738,-87.626937,1270,981,289
"Bissell St & Armitage Ave*",41.9182955629,-87.6521833241,"Clark St & Armitage Ave",41.918306,-87.636282,1270,743,527
"Ashland Ave & Blackhawk St",41.907066,-87.667252,"Larrabee St & Kingsbury St",41.897764,-87.642884,1269,1201,68
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,"Clark St & Wrightwood Ave",41.929546,-87.643118,1269,1118,151
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Sheffield Ave & Wellington Ave",41.936253,-87.653566,1269,1093,176
"Wentworth Ave & Cermak Rd*",41.8532144185,-87.6318722963,"Clinton St & 18th St",41.85795,-87.640826,1268,605,663
"Michigan Ave & 14th St",41.864059,-87.623727,"State St & Harrison St",41.874053,-87.627716,1268,986,282
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Canal St & Madison St",41.882091,-87.639833,1268,1041,227
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,"Damen Ave & Charleston St",41.920082,-87.677855,1267,1050,217
"Milwaukee Ave & Grand Ave",41.891578,-87.648384,"Halsted St & Clybourn Ave",41.909668,-87.648128,1267,898,369
"Troy St & North Ave",41.9097693017,-87.7052804871,"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,1267,975,292
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"Field Blvd & South Water St",41.8863490627,-87.6175165471,1267,613,654
"LaSalle St & Jackson Blvd",41.878166,-87.631929,"Michigan Ave & Lake St",41.886024,-87.624117,1267,1204,63
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Dearborn St & Van Buren St",41.876268,-87.629155,1266,1069,197
"Southport Ave & Irving Park Rd",41.954177,-87.664358,"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,1266,1137,129
"Michigan Ave & Madison St",41.882134,-87.625125,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1266,728,538
"Clark St & Newport St",41.94454,-87.654678,"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1266,787,479
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Loomis St & Taylor St",41.869417,-87.660996,1266,1183,83
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Michigan Ave & Washington St",41.8839840647,-87.6246839762,1266,850,416
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Sedgwick St & North Ave",41.910983,-87.638525,1265,947,318
"Clark St & Winnemac Ave",41.9733476405,-87.6678554714,"Winthrop Ave & Lawrence Ave",41.968812,-87.657659,1265,968,297
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,"Clark St & Schiller St",41.907993,-87.631501,1265,1026,239
"Rush St & Superior St",41.8957647456,-87.6259080327,"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1265,1033,232
"Franklin St & Illinois St",41.8910233103,-87.6354798675,"LaSalle St & Jackson Blvd",41.878166,-87.631929,1265,1168,97
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,"Wabash Ave & 8th St",41.871962,-87.626106,1264,1061,203
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Michigan Ave & Oak St",41.90096039,-87.62377664,1264,800,464
"Clark St & Schiller St",41.907993,-87.631501,"Wells St & Evergreen Ave",41.906724,-87.63483,1264,982,282
"Larrabee St & Webster Ave",41.921822,-87.64414,"Rush St & Cedar St",41.9023087012,-87.627690528,1264,928,336
"Jefferson St & Monroe St",41.880422,-87.642746,"Ada St & Washington Blvd",41.88283,-87.661206,1264,1199,65
"Loomis St & Lexington St",41.872187,-87.661501,"Loomis St & Jackson Blvd",41.877945,-87.662007,1263,1197,66
"Dearborn St & Erie St",41.893992,-87.629318,"Wells St & Walton St",41.89993001,-87.63443007,1263,1014,249
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,"New St & Illinois St",41.8908470406,-87.6186168194,1263,350,913
"Halsted St & 35th St",41.830661,-87.647172,"State St & 35th St",41.83104,-87.62688,1261,1157,104
"Montrose Harbor",41.963982,-87.638181,"Clark St & Grace St",41.95078,-87.659172,1261,459,802
"Clark St & Lake St",41.8860208277,-87.6308760584,"State St & Kinzie St",41.88918,-87.6277,1261,1090,171
"Clark St & Randolph St",41.884576228,-87.63188991,"Clinton St & Lake St",41.885637,-87.641823,1261,1189,72
"Wood St & Milwaukee Ave",41.907655,-87.672552,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1261,1037,224
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,"Jefferson St & Monroe St",41.880422,-87.642746,1260,1031,229
"Wells St & Concord Ln",41.912133,-87.634656,"State St & Chicago Ave",41.8966172004,-87.6285785437,1260,896,364
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,"St. Louis Ave & Fullerton Ave",41.9248155968,-87.7144950628,1260,908,352
"Wells St & Evergreen Ave",41.906724,-87.63483,"Wells St & Hubbard St",41.889933,-87.634262,1259,1045,214
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1259,1074,185
"Canal St & Jackson Blvd",41.877988,-87.640769,"Wabash Ave & Grand Ave",41.891738,-87.626937,1259,1107,152
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Michigan Ave & Oak St",41.90096039,-87.62377664,1258,797,461
"Streeter Dr & Illinois St",41.891071,-87.6122,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1258,98,1160
"Franklin St & Lake St",41.885837,-87.6355,"Wabash Ave & Grand Ave",41.891738,-87.626937,1258,1048,210
"McClurg Ct & Erie St",41.894503,-87.617854,"Clark St & Randolph St",41.884576228,-87.63188991,1258,1163,95
"Rush St & Hubbard St",41.890173,-87.626185,"McClurg Ct & Erie St",41.894503,-87.617854,1257,1129,128
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Wabash Ave & 8th St",41.871962,-87.626106,1257,593,664
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,"Calumet Ave & 51st St",41.8022946509,-87.6180535802,1257,1123,134
"LaSalle St & Illinois St",41.890749,-87.63206,"Clark St & Lincoln Ave",41.915689,-87.6346,1257,741,516
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Wells St & Evergreen Ave",41.906724,-87.63483,1257,896,361
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Lake Shore Dr & Monroe St",41.880958,-87.616743,1257,690,567
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Clarendon Ave & Junior Ter",41.961004,-87.649603,1256,646,610
"McClurg Ct & Illinois St",41.89102,-87.6173,"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,1256,270,986
"McClurg Ct & Illinois St",41.89102,-87.6173,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1256,790,466
"Humboldt Blvd & Armitage Ave",41.917513394,-87.7018089555,"Leavitt St & North Ave",41.910153,-87.68229,1256,1121,135
"Wells St & Evergreen Ave",41.906724,-87.63483,"Larrabee St & Menomonee St",41.91468,-87.64332,1256,1077,179
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1256,1034,222
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"Daley Center Plaza",41.884241,-87.629634,1256,1012,244
"Clark St & Armitage Ave",41.918306,-87.636282,"Halsted St & Clybourn Ave",41.909668,-87.648128,1256,855,401
